review_id,is_about_discovery,primary_topic,discovery_subtheme,segment_signal,jtbd,verbatim_evidence,topic_sentiment,stratum,label_model
6095,False,other,none,unknown,,7k Views is criminal,negative,relevant,70b
6098,True,discovery,stale_recs,unknown,get music that matches mood,I need it to match the freaking mood,negative,relevant,70b
6150,True,discovery,stale_recs,unknown,get good music recommendations,my discovery weekly has been sucking,negative,relevant,70b
6151,False,performance_bugs,none,power_user,,"I hate spotify's algorithm most of all. It plays the same 100 songs over and over until I start skipping them. It's so terrible that I made a python script to access the spotify API and create a playlist using my very simple algorithm of ""songs that I like but haven't listened to a lot"". I run the script every month and it's perfect now.",negative,relevant,8b
6155,True,discovery,discovery_works,unknown,discover new music,I prefer it to be shuffled to be surprised,positive,relevant,70b
6157,False,ui_ux,none,niche_taste,,"I still store mp3s on my phone, and i have a playlist of my favorite band's music organized from softest to heaviest, which is something o don't think an algorithm could do properly.",neutral,relevant,8b
6158,True,discovery,stale_recs,power_user,get good music recommendations,algorithmically curated playlists because they're full of garbage,negative,relevant,70b
6189,True,discovery,discovery_works,unknown,find songs I like,The Algorithm is also helping me find songs that i like,positive,relevant,70b
6200,False,other,none,unknown,,"Isn't that just the distinction between algorithmic generated and THIS algorithmic generated? Like i can imagine a hypothetical future where a Jupiter brain has all of the historical connotations and contextual associations that you would form, including in the format that the art was originally presented in, and is able to account for that in its playlists.",neutral,relevant,8b
6221,False,ui_ux,none,new_user,,,positive,relevant,8b
6233,True,discovery,discovery_works,power_user,get personalized music recommendations,"been curating my algorithm for years, its bloody amazing",positive,relevant,70b
6264,False,pricing,none,unknown,,"The only way I've ever listened to music was just by converting YouTube vids to mp3, putting them into playlists then just uploading those to my phone. I couldn't imagine having some algorithm deciding what music I should listen to based on how much money the artist let Spotify keep",negative,relevant,8b
6269,False,ui_ux,none,power_user,,"I have one big playlist with just about every song that I like on it. No AI algorithm curated playlists for me. The playlist is just as chaotic as me, and I love it. No need for anything else.",positive,relevant,8b
6270,True,discovery,stale_recs,unknown,get music that matches my mood,the algorithm picked up the word lonely in the bands name,negative,relevant,70b
6273,False,ads,none,unknown,,"Your problem isn’t really the algorithm, it’s secretly sponsored artists, which while fair means you aren’t making the criticism clearly",negative,relevant,8b
6274,True,discovery,discovery_works,unknown,discover new music,It’s to discover music,positive,relevant,70b
6283,False,other,none,unknown,,I'm always delighted to see your videos on YouTube,positive,relevant,70b
6295,False,pricing,none,free_user,,"One thing that bugs me about spotify is that is like THE musical app, yet still if you don't have premium you can't to the songs you like????",negative,relevant,8b
6303,True,discovery,discovery_works,unknown,discover new music with similar vibe,,positive,relevant,70b
6306,True,discovery,discovery_works,unknown,get new song recommendations,I occasionally get new song recommendations over time,positive,relevant,70b
6314,False,performance_bugs,none,premium_user,,If its not already in my library is something i dont like 90% of the time,negative,relevant,8b
6318,True,discovery,none,unknown,discover new artists,to discover new artists from people,positive,relevant,70b
6320,False,other,none,unknown,,"I've never used Spotify, or TikTok, so i still discover music ""the old way""…",neutral,relevant,8b
6322,True,discovery,none,unknown,discover new music,discovering new music,neutral,relevant,70b
6324,True,discovery,discovery_works,unknown,expand musical exposure,expanding their musical exposure,positive,relevant,70b
6327,True,discovery,none,unknown,discover new music,music discovery,neutral,relevant,70b
6328,True,discovery,discovery_works,unknown,get accurate suggestions,the algorithms suggestions will be quit accurate and helpfull,positive,relevant,70b
6330,False,ui_ux,none,unknown,listen to new music,"I usually decide very quickly whether I like something or not, but that judgment isn’t always accurate.",neutral,relevant,8b
6341,False,performance_bugs,none,unknown,,the Apple Music algorithm is so broken. I play all-day starting on one of my playlists and it gets stuck in this loop where it plays the same song like 3x in an hour.,negative,relevant,8b
6343,True,discovery,niche_genre_gap,unknown,find new sounds,where you find exactly what we have been missing for so long,positive,relevant,70b
6346,False,catalog,none,unknown,,Just listen to Intergalactic FM and have an endless source of inspiration.,positive,relevant,8b
6347,True,discovery,discovery_works,unknown,listen to new music,a feed of daily new music,positive,relevant,70b
6348,False,other,none,unknown,,"When you put out your absolute first release, set your expectations super low.",neutral,relevant,8b
6364,False,performance_bugs,none,unknown,,Spotify doesn’t have ANY advantage here. It keeps suggesting the songs you have listened to or searched for again and again with rarely new music.,negative,relevant,8b
6368,True,discovery,discovery_works,unknown,discover new UK music,try Apple radio in particular Tom Wilkinson who plays all the new UK music,positive,relevant,70b
6378,False,other,none,unknown,,I know what I like and I replay the music I like.,neutral,relevant,8b
6401,True,discovery,none,unknown,discover new music and DJ mixes,Discovery of new music and DJ mixes,positive,relevant,70b
6415,False,ui_ux,none,unknown,,the algorithm SUCKS compared to spotify so i really need to make my own playlist,negative,relevant,8b
6419,False,catalog,none,unknown,,I use Spotify to find new music and Apple Music to listen to it,neutral,relevant,8b
6420,False,ui_ux,none,unknown,navigate playlists and search,had better recommendations,negative,relevant,70b
6425,True,discovery,none,unknown,find new playlists,I want apple music sound quality and spotify way to discover songs,positive,relevant,70b
6427,True,discovery,none,unknown,find new music,"if i’m looking for new music, YT music is goated",positive,relevant,70b
6433,True,discovery,none,power_user,find new music,Spotify had the best music discovery feature for me,positive,relevant,70b
6434,True,discovery,discovery_works,unknown,find new music,Spotify is just so good for finding new music,positive,relevant,70b
6462,False,ui_ux,none,unknown,,I heard you talk about when you and your wife were both in the car that you found less suggested music and that you and her are confused the algorithm based on your preferences and music my question is there are 5 to 6 of us on the family plan?,neutral,relevant,8b
6468,False,ads,none,unknown,,Sound quality - Apple Music > YouTube Music > Spotify Algorithm - YouTube Music > Spotify > Apple Music UI - Apple Music > YouTube Music > Spotify Social features - Spotify > YouTube Music ? Apple Music Value for money - YouTube Music > Apple Music > Spotify,neutral,relevant,8b
6470,False,podcasts,none,unknown,,YouTube music : Hold my algorithm and listen to music video in MP3,neutral,relevant,8b
